Anon Student Id,Session Id,Time,Duration sec,Student Response Type,Student Response Subtype,Tutor Response Type,Tutor Response Subtype,Level Unit,Problem View,Problem Start Time,Attempt At Step,Outcome
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45419,0,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,2,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45419,0,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,3,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45419,0,ATTEMPT,Student,RESULT,Logged Only,simStSession,1,41650.45282,2,CORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.4542,0.333,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,4,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.4542,0.333,ATTEMPT,SimStudent,RESULT,Logged Only,simStSession,1,41650.45282,5,CORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,11-Jan-2014,119,ATTEMPT,SimStudent,RESULT,Logged Only,simStSession,1,11-Jan-2014,1,CORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.4542,0.333,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,6,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45456,10.333,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,7,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45456,150,ATTEMPT,Student Meta,RESULT,Logged Only,simStSession,1,41650.45282,1,CORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45456,10.333,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,8,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45456,10.333,ATTEMPT,Student,RESULT,Logged Only,simStSession,1,41650.45282,9,CORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45457,0.2,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,10,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45457,0.2,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,1,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45457,0.2,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,2,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45457,0.2,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,3,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45457,0.2,ATTEMPT,SimStudent,RESULT,Logged Only,simStSession,1,41650.45282,4,CORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45458,0.333,ATTEMPT,SimStudent,RESULT,Logged Only,simStSession,1,41650.45282,5,CORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45458,0.333,ATTEMPT,SimStudent,RESULT,Logged Only,simStSession,1,41650.45282,6,INCORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,11-Jan-2014,33,ATTEMPT,SimStudent,RESULT,Logged Only,simStSession,1,11-Jan-2014,1,CORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45458,0.333,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,7,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45465,6,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,8,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45465,8,ATTEMPT,Student Meta,RESULT,Logged Only,simStSession,1,41650.45282,1,CORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45466,0.2,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,9,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45466,0.2,ATTEMPT,Student,RESULT,Logged Only,simStSession,1,41650.45282,10,CORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45466,0.2,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,11,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45466,0.2,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,12,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45466,0.2,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,13,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45468,0.25,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,14,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45468,0.25,ATTEMPT,SimStudent,RESULT,Logged Only,simStSession,1,41650.45282,15,CORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45468,0.25,ATTEMPT,SimStudent,RESULT,Logged Only,simStSession,1,41650.45282,16,INCORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,11-Jan-2014,8,ATTEMPT,SimStudent,RESULT,Logged Only,simStSession,1,11-Jan-2014,2,CORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45468,0.25,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,17,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45477,1.333,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,18,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45477,10,ATTEMPT,Student Meta,RESULT,Logged Only,simStSession,1,41650.45282,2,CORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45477,1.333,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,19,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45477,1.333,ATTEMPT,Student,RESULT,Logged Only,simStSession,1,41650.45282,20,CORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45477,1.333,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,21,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45477,1.333,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,1,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45477,1.333,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,2,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45478,1,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,3,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45481,3,ATTEMPT,SimStudent,RESULT,Logged Only,simStSession,1,41650.45282,4,CORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,11-Jan-2014,12,ATTEMPT,SimStudent,RESULT,Logged Only,simStSession,1,11-Jan-2014,1,CORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45483,1,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,5,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45492,4,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,6,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45492,13,ATTEMPT,Student Meta,RESULT,Logged Only,simStSession,1,41650.45282,1,CORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45492,4,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,7,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45493,0.2,ATTEMPT,Student,RESULT,Logged Only,simStSession,1,41650.45282,8,CORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45493,0.2,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,9,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45493,0.2,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,10,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45493,1,ATTEMPT,Student,RESULT,Logged Only,simStSession,1,41650.45282,1,CORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45493,0.2,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,11,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45493,0.2,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,12,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45497,3,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,13,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.455,3,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,14,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45503,3,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,15,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45508,4,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,16,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45516,7,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,17,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45519,2,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,1,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.4552,1,HINT_REQUEST,MetaTutor,HINT_MSG,,simStSession,1,41650.45282,18,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45524,2,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,2,HINT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45524,2,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,3,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45527,1,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,4,HINT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45527,1,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,5,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.4553,0.75,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,6,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.4553,0.75,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,19,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.4553,0.75,ATTEMPT,Student,RESULT,Logged Only,simStSession,1,41650.45282,20,CORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.4553,0.75,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,21,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45531,0.125,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,1,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45531,0.125,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,1,UNGRADED
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45531,0.125,ATTEMPT,SimStudent,RESULT,Logged Only,simStSession,1,41650.45282,2,CORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45531,0.125,ATTEMPT,SimStudent,RESULT,Logged Only,simStSession,1,41650.45282,3,INCORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,11-Jan-2014,21.5,ATTEMPT,SimStudent,RESULT,Quiz,simStSession,1,11-Jan-2014,1,CORRECT
Stu_4859d45f3584129c213ebcaee76550a4,L61372f37:1438200bc43:-8000,41650.45531,0.125,HINT_REQUEST,,HINT_MSG,,simStSession,1,41650.45282,1,UNGRADED
